block_height,elapsed_time
555,43.688482728s
556,20.627114253s
557,57.05256851s
558,4m17.201623496s
559,2m44.186673636s
560,30.754022636s
561,36.463566955s
562,45.273387042s
563,27.913266489s
564,32.652817215s
565,1m8.721966102s
566,9.302892457s
567,3.717974277s
568,5.809221048s
569,12.82816839s
570,58.307381557s
571,36.885216493s
572,14.204036099s
573,28.000496968s
574,53.440014624s
575,53.360365747s
576,1m31.120447329s
577,9m2.486778889s
578,2m4.442109924s
579,19.438225835s
580,23.519813173s
581,1m33.130817681s
582,23.365985466s
583,24.023192709s
584,1m33.56992448s
585,1m29.108266529s
586,41.971662279s
587,2m11.60234328s
588,29.527101453s
589,3.258437908s
590,1m45.899422655s
591,51.795009726s
592,1m25.280479336s
593,1.334831491s
594,1.314662974s
595,3m39.957956812s
596,41.736792771s
597,1.165022429s
598,1m30.321031979s
599,21.773467724s
600,1m54.620630194s
601,21.11508145s
602,41.513588379s
603,17.910298263s
604,35.502703269s
605,2m18.441880253s
606,11.159153451s
607,12.30153929s
608,2m54.02942926s
609,1m31.270790239s
610,44.424506984s
611,3m39.507315086s
612,1m30.669421558s
613,58.410841568s
614,2m2.377751029s
615,3m34.923166496s
616,1m50.465437868s
617,29.856248175s
618,30.479346809s
619,1m32.309369293s
620,3m16.714111583s
621,36.929874204s
622,1m2.071142033s
623,1m26.251275648s
624,1m8.215097859s
625,51.058284871s
626,2.049433258s
627,1m50.906028175s
628,19.948335692s
629,6.421585132s
630,4.533198406s
631,2m48.58483451s
632,1m38.534020929s
633,17.58444811s
634,1m38.123720277s
635,2m43.136946137s
636,3m46.322072394s
637,24.566896002s
638,42.007315363s
639,30.544440592s
640,12.481585786s
641,36.184597264s
642,33.982610527s
643,8.747989981s
644,15.726754501s
645,6.525700926s
646,39.732237583s
647,18m0.409955324s
648,7.905660031s
649,58.075916798s
650,1m53.095017324s
651,2.400891662s
652,3m18.370303651s
653,48.697636926s
654,49.377488317s
655,2m23.180117187s
656,35.288879281s
657,1m46.129266587s
658,47.211602819s
659,45.579932002s
660,14.981107319s
661,3m4.982724435s
662,2.442939963s
663,46.469578397s
664,29.797263992s
665,1m18.110959951s
666,8.814927784s
667,2m29.524256094s
668,7.8224335s
669,2m6.12458067s
670,21.422629146s
671,1m6.339623176s
672,51.460972202s
673,37.231680304s
674,1m20.732731187s
675,1m37.770089995s
676,1m53.041688816s
677,1m16.719556154s
678,1m52.819006271s
679,109.103602ms
680,3m10.120874551s
681,6.44668385s
682,7.135334947s
683,655.343477ms
684,1m16.18848335s
685,2m34.155350895s
686,4.516846891s
687,54.282980245s
688,3m19.089211333s
689,43.924149192s
690,1m16.098918299s
691,53.379619866s
692,37.067918707s
693,26.978904922s
694,33.77378839s
695,1m19.879324033s
696,6.978958807s
697,15.365555076s
698,34.985987321s
699,15m8.612602727s
700,28.258045717s
701,39.065498756s
702,46.606563132s
703,3m15.733112568s
704,34.661127364s
705,2.265952683s
706,1m10.118186342s
707,1m24.416566682s
708,2m52.619389788s
709,23.366412706s
710,38.712627998s
711,66.785942ms
712,17.17265068s
713,59.379495664s
714,24.130188869s
715,49.453613323s
716,5.764947259s
717,3m6.498460859s
718,18.663315546s
719,43.515723445s
720,1m0.906737223s
721,1m56.458820443s
722,14.488435351s
723,1m10.471861375s
724,27.509732614s
725,4m54.834377429s
726,4.134833981s
727,2m9.944223769s
728,46.900439265s
729,12.810612015s
730,2m11.453684248s
731,1.732733387s
732,38.016467334s
733,6.670683456s
734,2m4.698284215s
735,20.499390006s
736,15.580069049s
737,6m55.021059453s
738,1m2.822393677s
739,19.624513344s
740,1m38.128222134s
741,1m19.328695543s
742,16.592269582s
743,2m15.332099516s
744,1m14.802390925s
745,22.696731685s
746,3m11.463295045s
747,1m47.582412061s
748,10.010821084s
749,37.967930992s
750,1m34.904390297s
751,34.472899656s
752,14.147457485s
753,2m50.70947303s
754,58.362797246s
755,25.700157962s
756,4.033609877s
757,39.025446962s
758,2m15.801010857s
759,45.129339219s
760,42.505432509s
761,13.419888569s
762,32.800064104s
763,6m6.584387281s
764,45.290403809s
765,702.36434ms
766,49.087798519s
767,2.623082579s
768,1m47.503732973s
769,53.18118913s
770,1m27.588886346s
771,1m20.6720996s
772,2m35.139080579s
773,1m50.686247439s
774,1m0.798971067s
775,2m2.112248062s
776,44.270019622s
777,12.10752241s
778,17.904903708s
779,1m14.801170454s
780,2.714195175s
781,3m27.853448243s
782,40.801650245s
783,1m29.638637475s
784,3m46.118495281s
785,1m47.3779994s
786,16.821034666s
787,11.380521556s
788,13.263952483s
789,2m56.462780512s
790,1m10.582566359s
791,2m12.981412404s
792,39.632235152s
793,20.741313649s
794,2.026762891s
795,14.648819588s
796,1m53.164964758s
797,580.732623ms
798,2m25.681770989s
799,2m40.198782214s
800,59.795236048s
801,1m3.065461637s
802,45.486795973s
803,23.076263951s
804,51.477433875s
805,50.034942851s
806,22.877790417s
807,58.269958554s
808,2.068531886s
809,25.482686571s
810,3m3.829210093s
811,39.651620995s
812,1m45.596587823s
813,21.969224858s
814,1m36.134847525s
815,1m7.528667143s
816,3.021954284s
817,22.540892842s
818,58.704701335s
819,51.277002371s
820,5.243300699s
821,4m29.564904497s
822,1m8.100818163s
823,6m26.652613161s
824,36.832676642s
825,2m54.631576937s
826,3m53.992566302s
827,21.708220317s
828,1m20.889536092s
829,55.794543089s
830,47.494398596s
831,34.041507163s
832,1m34.764858741s
833,34.300689395s
834,69.8365ms
835,1m23.546446358s
836,15.294501141s
837,46.895171164s
838,2m56.989484018s
839,24.368876852s
840,5.947458021s
841,3m18.610605219s
842,7m20.146591885s
843,2m40.822633929s
844,25.627543494s
845,2m23.446897289s
846,9.508486587s
847,5.596478745s
848,2m3.94970595s
849,1m34.064621402s
850,4.222459462s
851,1m57.463517018s
852,17.818198287s
853,31.012323705s
854,1m26.914257475s
855,59.734060441s
856,20.073860216s
857,32.745958859s
858,2m37.861876057s
859,34.474977542s
860,17.466383576s
861,3m32.270594986s
862,8.641750355s
863,49.436888749s
864,2.809278661s
865,1m41.964614806s
866,4.13101953s
867,32.85501243s
868,3m48.905290404s
869,1m11.987473354s
870,39.60574301s
871,2m19.613597053s
872,7.411406619s
873,28.907680071s
874,21.578202189s
875,4.493000026s
876,2m2.975063392s
877,4.189928074s
878,1m5.49348378s
879,35.289592711s
880,16.036279134s
881,2.84433478s
882,2m12.14750614s
883,1m19.40222309s
884,1m14.013945006s
885,1m14.249573464s
886,59.180293002s
887,49.895265813s
888,1m57.360462253s
889,1.159017116s
890,17.799032597s
891,8.582741386s
892,1m27.355819589s
893,3m34.880979971s
894,19.711601508s
895,27.556267474s
896,15.021771113s
897,33.427106645s
898,34.08315867s
899,13.799672009s
900,1.990969734s
901,4m29.334414173s
902,1m43.015802717s
903,36.987335291s
904,1m17.715376356s
905,31.991927063s
906,7.879095092s
907,3.209607654s
908,17.804092773s
909,18.491169898s
910,2m11.181448171s
911,1m36.258028171s
912,1m47.634812088s
913,262.418284ms
914,3m27.562250191s
915,9.244909308s
916,26.468050085s
917,1m51.714516911s
918,49.206810431s
919,24.013154005s
920,2m25.228326884s
921,16.968891217s
922,23.077313792s
923,33.721784856s
924,48.205631321s
925,1m9.484505238s
926,16.69673753s
927,1m8.200142586s
928,1m55.344382719s
929,34.458797967s
930,12.770004009s
931,3m14.65916208s
932,1m57.946629358s
933,7m19.132962748s
934,24.396998979s
935,53.516116579s
936,15.954480358s
937,1m39.259617737s
938,22.465602455s
939,241.924449ms
940,1m6.014140844s
941,6.320060763s
942,2.097396773s
943,3m15.845352832s
944,7.248022898s
945,1m7.305509185s
946,2m37.319573494s
947,33.732462021s
948,55.577168349s
949,40.299746815s
950,10.302170977s
951,5m49.671493375s
952,1m5.606768021s
953,33.979294002s
954,18.556282252s
955,2m45.026955761s
956,17.339334821s
957,16.606114083s
958,47.331402052s
959,2m43.065613655s
960,1m47.905644816s
961,17.988969393s
962,3.06097763s
963,3m8.477445855s
964,22.655179023s
965,3m36.116636918s
966,13.983162641s
967,52.829905963s
968,24.215794515s
969,16.291470303s
970,9.0097632s
971,27.46527312s
972,29.705986876s
973,1m6.937718322s
974,1m7.780990828s
975,1m44.68178346s
976,2m21.928242857s
977,6m18.838666567s
978,23.863938775s
979,1m1.889430232s
980,15.67413724s
981,2.251059323s
982,49.603464895s
983,5m15.825930497s
984,12.623510767s
985,1m37.749997597s
986,6.462905975s
987,43.44573493s
988,2m15.524498259s
989,1m15.718549138s
990,23.297994751s
991,6.034132002s
992,1m40.643234286s
993,2m8.767933225s
994,14.292503054s
995,1m52.597807508s
996,41.066174121s
997,3m18.613728445s
998,57.756471281s
999,29.241185131s
1000,9.074636512s
1001,41.973505671s
1002,49.015966797s
1003,18.558687076s
1004,1m33.513033052s
1005,55.541307951s
1006,9.795498219s
1007,1m28.150083817s
1008,3m8.622208305s
1009,8.286864274s
1010,5.680130432s
1011,27.672347674s
1012,7m52.83070799s
1013,21.813763101s
1014,1m32.100457232s
1015,11.728540678s
1016,8.854141013s
1017,1m4.461971057s
1018,21.230358763s
1019,13.872933711s
1020,2m12.495347368s
1021,12.148253377s
1022,1m32.91893979s
1023,58.992254174s
1024,11.671189159s
1025,18.512678601s
1026,14.987491985s
1027,2m25.946579043s
1028,1m23.044628497s
1029,18.662444666s
1030,30.152768902s
1031,2.941830783s
1032,4m31.606214905s
1033,1m9.041542623s
1034,1.732151163s
1035,51.433446043s
1036,21.926520639s
1037,1m26.254494103s
1038,33.608441639s
1039,4m32.116045268s
1040,32.729278213s
1041,2m13.707911227s
1042,2m53.522333261s
1043,4.036135921s
1044,1m14.47976475s
1045,34.345624919s
1046,9.217520442s
1047,9m2.912996451s
1048,1m30.060816427s
1049,27.722675076s
1050,21.985371839s
1051,34.715549986s
1052,1m59.051420862s
1053,6.915434059s
1054,19.03083471s
1055,59.450530705s
1056,4m40.251685644s
1057,185.698906ms
1058,1m23.12078454s
1059,1m8.572131556s
1060,24.276771218s
1061,1m48.664097089s
1062,2m12.82123513s
1063,16.063350046s
1064,50.816848088s
1065,25.330893679s
1066,15.104487459s
1067,3m19.845070082s
1068,1m17.471128648s
1069,1m0.683457955s
1070,2m12.35049893s
1071,12.856775136s
1072,9.301123838s
1073,3m8.701562034s
1074,4.943073607s
1075,35.783596686s
1076,1m55.604489844s
1077,40.202945708s
1078,1m40.040626772s
1079,14.998173358s
1080,4.918736913s
1081,1m46.641192519s
1082,28.912902434s
1083,6.803054276s
1084,47.365131387s
1085,3m29.002212984s
1086,47.949775082s
1087,37.354864769s
1088,4m26.615520291s
1089,37.914145665s
1090,14.029040437s
1091,49.963723918s
1092,23.480474313s
1093,8.482792493s
1094,4m37.954222682s
1095,2m58.782189385s
1096,15.347363224s
1097,3.644894954s
1098,54.854416908s
1099,43.256361276s
1100,49.0437936s
1101,1.853402385s
1102,34.013162291s
1103,5.523697419s
1104,46.097873686s
1105,9.823261631s
1106,4m9.351254196s
1107,1m49.59907419s
1108,1m37.724154772s
1109,1m19.101468505s
1110,51.510076873s
1111,1m1.566835437s
1112,5.13819109s
1113,36.626265819s
1114,7.691936042s
1115,3m1.742255376s
1116,1m53.368232134s
1117,203.366069ms
1118,1m39.715643761s
1119,40.690712969s
1120,2m11.65566387s
1121,1m30.176836194s
1122,26.692934277s
1123,2m20.475788234s
1124,42.770798797s
1125,27.746986043s
1126,50.318232196s
1127,1m16.031952879s
1128,14.516659844s
1129,2.863915707s
1130,9.376504264s
1131,2m53.778923854s
1132,6.874122295s
1133,3m0.069054788s
1134,1m46.916122605s
1135,1m38.008562351s
1136,4m17.730239735s
1137,25.577836718s
1138,2m6.497981231s
1139,33.709525665s
1140,28.821733477s
1141,2m56.23118187s
1142,37.185575953s
1143,1m29.600076418s
1144,36.023241131s
1145,48.078747818s
1146,10.092455473s
1147,7.534168481s
1148,7m24.837480673s
1149,47.384715451s
1150,20.480793842s
1151,5.536623454s
1152,41.366678201s
1153,27.079684031s
1154,1m53.428859613s
1155,53.045717259s
1156,1m35.692452258s
1157,3.44521256s
